eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords
2-s2.0-85136203135,10.1016/j.jobe.2022.105027,General morphological analysis of Orosi windows and morpho butterfly wing's principles for improving occupant's daylight performance through interactive kinetic façade,2022,Journal of Building Engineering,,59,,,Article,Hosseini S.M.,,,University of Tehran,Iran,33,0,
2-s2.0-85163680546,10.1115/1.4056394,Assessment of Dynamic Photovoltaic Shading Systems on Energy Performance of Commercial Buildings,2022,Journal of Engineering for Sustainable Buildings and Cities,26426641,3,4,,Article,Alwelayti D.,,,College of Engineering and Applied Science,United States,1,0,
2-s2.0-85143490994,10.1016/j.eml.2022.101909,Effect of crease curvature on the bistability of the origami waterbomb base,2022,Extreme Mechanics Letters,,57,,,Article,Flores J.,,,School of Engineering and Applied Science,United States,17,0,
2-s2.0-85148074544,10.3390/su142114163,Sensitivity Analysis for Decisive Design Parameters for Energy and Indoor Visual Performances of a Glazed Façade Office Building,2022,Sustainability Switzerland,,14,21,,Article,Singh R.,,,Lovely Professional University,India,13,1,
2-s2.0-85144608384,10.3390/buildings12112026,Dynamic Concentrated Solar Building Skin Design Based on Multiobjective Optimization,2022,Buildings,,12,11,,Article,Shao Z.,,,China University of Mining and Technology,China,8,1,
2-s2.0-85138058442,10.1016/j.rser.2022.112850,A critical review of biomimetic building envelopes: towards a bio-adaptive model from nature to architecture,2022,Renewable and Sustainable Energy Reviews,13640321,169,,,Review,Sommese F.,,,Università degli Studi di Napoli Federico II,Italy,66,0,
2-s2.0-85140832958,10.17559/TV-20220209160649,Effects of Dynamic Shading on Thermal Exergy and Exergy Efficiency of a Photovoltaic Array,2022,Tehnicki Vjesnik,13303651,29,6,1889-1895,Article,Pour Rahmati Khalejan S.H.,,,Ondokuz Mayis Üniversitesi,Turkey,5,1,
2-s2.0-85130135255,10.1108/ARCH-09-2021-0255,The FIX-up mix-up; undue façadism or adaptive reuse? Examining the former FIX brewery transformation into the National Museum of Contemporary Art in Athens,2022,Archnet Ijar International Journal of Architectural Research,26316862,16,3,688-709,Article,Tsilika E.,,,Independent Researcher,Greece,28,0,
2-s2.0-85137267858,10.1016/j.enbuild.2022.112403,Energy saving through building automation systems: Experimental and numerical study of a smart glass with liquid crystal and its control logics in summertime,2022,Energy and Buildings,03787788,273,,,Article,Ruggiero S.,,,Università degli Studi del Sannio,Italy,27,0,
2-s2.0-85133182630,10.1002/cpe.7152,Adaptive façade for building energy efficiency improvement by arithmetical optimization algorithm,2022,Concurrency and Computation Practice and Experience,15320626,34,22,,Article,Shi L.,,,Huazhong University of Science and Technology,China,16,0,
2-s2.0-85132765919,10.1016/j.rser.2022.112647,"Dynamic façades design typologies, technologies, measurement techniques, and physical performances across thermal, optical, ventilation, and electricity generation outlooks",2022,Renewable and Sustainable Energy Reviews,13640321,167,,,Review,Shafaghat A.,,,Kennesaw State University,United States,67,0,
2-s2.0-85133409780,10.1016/j.tws.2022.109626,Buckling shape control in metal plates via material distribution,2022,Thin Walled Structures,02638231,179,,,Article,Zhang H.,,,Faculty of Engineering,Australia,6,0,
2-s2.0-85139911022,10.3390/su141912652,Parametric-Based Multi-Objective Optimization Workflow: Daylight and Energy Performance Study of Hospital Building in Algeria,2022,Sustainability Switzerland,,14,19,,Article,Besbas S.,,,Université Mohamed Khider Biskra,Algeria,30,1,
2-s2.0-85139220297,10.3389/fbuil.2022.1006300,"Tectonics of kinetic architecture: Moving envelope, changing space and the shades of the shed",2022,Frontiers in Built Environment,,8,,,Article,Akgün Y.,,,Yaşar Üniversitesi,Turkey,4,1,
2-s2.0-85136512525,10.1016/j.solener.2022.08.008,Energy modelling and saving potential of polymeric solar-responsive thermochromic window films,2022,Solar Energy,0038092X,244,,84-103,Article,Khaled K.,,,Toronto Metropolitan University,Canada,35,0,
2-s2.0-85136601993,10.1016/j.buildenv.2022.109479,"Multi-criteria decision making for adaptive façade optimal design in varied climates: Energy, daylight, occupants’ comfort, and outdoor view analysis",2022,Building and Environment,03601323,223,,,Article,Le D.M.,,,Korea Advanced Institute of Science and Technology,South Korea,67,0,
2-s2.0-85133288515,10.3390/biomimetics7030085,Phenotype Variability Mimicking as a Process for the Test and Optimization of Dynamic Facade Systems,2022,Biomimetics,,7,3,,Article,Cocho-Bermejo A.,,,Anglia Ruskin University,United Kingdom,3,1,
2-s2.0-85123505986,10.1177/1045389X211072202,Modeling and design optimization of shape memory alloy-enabled building skins for adaptive ventilation,2022,Journal of Intelligent Material Systems and Structures,1045389X,33,16,2086-2105,Article,Fang Y.,,,Chongqing University;Samueli School of Engineering,China;United States,8,0,
2-s2.0-85125265170,10.1016/j.ijepes.2022.108018,A novel series arc fault detection method for photovoltaic system based on multi-input neural network,2022,International Journal of Electrical Power and Energy Systems,01420615,140,,,Article,Chen X.,,,Fuzhou University,China,61,0,
2-s2.0-85134547337,10.1002/advs.202202740,A Highly Multi-Stable Meta-Structure via Anisotropy for Large and Reversible Shape Transformation,2022,Advanced Science,,9,26,,Article,Risso G.,,,ETH Zürich,Switzerland,45,1,
2-s2.0-85134432535,10.1016/j.buildenv.2022.109386,Human-centred performance criteria for adaptive façade design: Based on the results of a user experience survey,2022,Building and Environment,03601323,222,,,Article,Koyaz M.,,,İstanbul Teknik Üniversitesi;Istanbul Bilgi Üniversitesi,Turkey;Turkey,12,0,
2-s2.0-85134432171,10.1016/j.buildenv.2022.109382,Investigating the micro-scale thermal effects of natural underlying surfaces on adjacent spaces in a subtropical zone with an optimized method,2022,Building and Environment,03601323,222,,,Article,Zhang X.,,,South China University of Technology,China,22,0,
2-s2.0-85135782780,10.1016/j.buildenv.2022.109436,Adaptive building roof combining variable transparency shape-stabilized phase change material: Application potential and adaptability in different climate zones,2022,Building and Environment,03601323,222,,,Article,Wang P.,,,Hunan University,China,25,0,
2-s2.0-85129685137,10.1016/j.jobe.2022.104408,Kinetic facades: An evolutionary-based performance evaluation framework,2022,Journal of Building Engineering,,53,,,Article,Sadegh S.O.,,,Politecnico di Milano,Italy,29,0,
2-s2.0-85133905882,10.1016/j.buildenv.2022.109265,Quantifying potential dynamic façade energy savings in early design using constrained optimization,2022,Building and Environment,03601323,221,,,Article,Hinkle L.E.,,,Penn State College of Engineering,United States,32,0,
2-s2.0-85136494355,10.3390/en15155390,Biomimetic Design for Adaptive Building Façades: A Paradigm Shift towards Environmentally Conscious Architecture,2022,Energies,,15,15,,Review,Faragalla A.M.A.,,,Penn State College of Engineering;University of Juba,United States;South Sudan,32,1,
2-s2.0-85137316779,10.3390/buildings12081101,Design of Innovative Parametric/Dynamic Façade Integrated in the Library Extension Building on UAEU Campus †,2022,Buildings,,12,8,,Article,Bande L.,,,United Arab Emirates University,United Arab Emirates,16,1,
2-s2.0-85123351704,10.1016/j.seta.2021.101894,Thermal and energy performance of a user-responsive microalgae bioreactive façade for climate adaptability,2022,Sustainable Energy Technologies and Assessments,22131388,52,,,Article,Talaei M.,,,Tarbiat Modares University;Ferdowsi University of Mashhad,Iran;Iran,38,0,
2-s2.0-85134587811,10.1016/j.clet.2022.100533,Enhanced energy output from a PV system under partial shaded conditions through grey wolf optimizer,2022,Cleaner Engineering and Technology,,9,,,Article,Motahhir S.,,,Université Sidi Mohamed Ben Abdellah,Morocco,46,1,
2-s2.0-85137274984,10.3390/atmos13081244,A Parameterized Design Method for Building a Shading System Based on Climate Adaptability,2022,Atmosphere,,13,8,,Article,Wang S.,,,Xi'an University of Architecture and Technology,China,15,1,
2-s2.0-85136777805,10.3390/electronics11152421,A Novel MPPT Algorithm for Photovoltaic Systems Based on Improved Sliding Mode Control,2022,Electronics Switzerland,,11,15,,Article,Zhang Y.,,,Liaoning University of Technology,China,22,1,
2-s2.0-85123836021,10.1016/j.seta.2022.102001,Sustainability performance by ten representative intelligent Façade technologies: A systematic review,2022,Sustainable Energy Technologies and Assessments,22131388,52,,,Review,Habibi S.,,,UPC,Spain,47,1,
2-s2.0-85131225204,10.1016/j.enbuild.2022.112209,"An environment-adaptive wall: concept, implementation and effects on the energy performance of a residential building",2022,Energy and Buildings,03787788,268,,,Article,Baldinelli G.,,,Università degli Studi di Perugia,Italy,11,0,
2-s2.0-85133165347,10.3390/buildings12070878,A Novel Framework for Optimizing Indoor Illuminance and Discovering Association of Involved Variables,2022,Buildings,,12,7,,Article,Matin N.H.,,,The University of Oklahoma,United States,9,1,
2-s2.0-85130291770,10.1007/s11356-022-20693-1,Recent advancements in the challenges and strategies of globally used traffic noise prediction models,2022,Environmental Science and Pollution Research,09441344,29,32,48168-48184,Review,Patel R.,,,"Indian Institute of Technology (Indian School of Mines), Dhanbad",India,18,0,
2-s2.0-85129448635,10.1109/JPHOTOV.2022.3166919,Intelligent DC Arc-Fault Detection of Solar PV Power Generation System via Optimized VMD-Based Signal Processing and PSO-SVM Classifier,2022,IEEE Journal of Photovoltaics,21563381,12,4,1058-1077,Article,Cai X.,,,National Taiwan University of Science and Technology,Taiwan,70,0,
2-s2.0-85137354687,10.3390/land11071055,The Future of City Squares: Robotics in the Urban Design of Tomorrow,2022,Land,,11,7,,Article,Dąbrowska-Żółtak K.,,,Politechnika Warszawska,Poland,0,1,
2-s2.0-85133358937,10.3389/fbuil.2022.814911,D1244: Design and Construction of the First Adaptive High-Rise Experimental Building,2022,Frontiers in Built Environment,,8,,,Article,Blandini L.,,,Universität Stuttgart,Germany,40,1,
2-s2.0-85132150541,10.3390/app12125853,Architectural Experiment Design of Solar Energy Harvesting: A Kinetic Façade System for Educational Facilities,2022,Applied Sciences Switzerland,,12,12,,Article,Choi H.S.,,,Gachon University,South Korea,8,1,
2-s2.0-85128505195,10.1016/j.autcon.2022.104246,Simulation-based personalized real-time control of adaptive facades in shared office spaces,2022,Automation in Construction,09265805,138,,,Article,Tabadkani A.,,,Deakin University,Australia,32,2,
2-s2.0-85132117289,10.15627/jd.2022.2,Development of Two-Step Biomimetic Design and Evaluation Framework for Performance-Oriented Design of Multi-Functional Adaptable Building Envelopes,2022,Journal of Daylighting,23838701,9,1,13-27,Article,Sadegh S.O.,,,Politecnico di Milano,Italy,18,1,
2-s2.0-85132855844,10.3390/buildings12060861,The Effect of Smart Colored Windows on Visual Performance of Buildings,2022,Buildings,,12,6,,Article,Matin N.H.,,,The University of Oklahoma,United States,18,1,
2-s2.0-85125576128,10.1061/(ASCE)AE.1943-5568.0000533,Visual Discomfort Analysis as a Tool to Support Façade Shading Design: A Case Study in the Architectural Design Studio,2022,Journal of Architectural Engineering,10760431,28,2,,Article,Abdelwahab S.,,,"Faculty of Engineering, Al-Azhar University",Egypt,3,2,
2-s2.0-85132717533,10.3390/computation10060100,Model of Series-Parallel Photovoltaic Arrays Using Double-Diode Model and Parallel Computing,2022,Computation,,10,6,,Article,Bastidas-Rodríguez J.D.,,,Universidad Nacional de Colombia Manizales,Colombia,3,1,
2-s2.0-85127054209,10.1016/j.enbuild.2022.112024,Characterization of a naturally ventilated double-skin façade through the design of experiments (DOE) methodology in a controlled environment,2022,Energy and Buildings,03787788,263,,,Article,Jankovic A.,,,Norges Teknisk-Naturvitenskapelige Universitet,Norway,13,1,
2-s2.0-85127155771,10.1016/j.enbuild.2022.112030,Experiment and numerical simulation of an adaptive building roof combining variable transparency shape-stabilized PCM,2022,Energy and Buildings,03787788,263,,,Article,Wang P.,,,Hunan University,China,38,0,
2-s2.0-85125417925,10.1016/j.energy.2022.123544,Adaptive envelope protection control of wind turbines under varying operational conditions,2022,Energy,03605442,247,,,Article,Sahin M.,,,Middle East Technical University (METU),Turkey,17,2,
2-s2.0-85126597439,10.1016/j.enbuild.2022.112019,Analysis of dynamic louver control with prism redirecting fenestrations for office daylighting optimization,2022,Energy and Buildings,03787788,262,,,Article,Fang J.,,,Soochow University,China,31,0,
2-s2.0-85130723798,10.3390/su14106106,Comparison of Thermal Energy Saving Potential and Overheating Risk of Four Adaptive Façade Technologies in Office Buildings,2022,Sustainability Switzerland,,14,10,,Article,Attia S.,,,Université de Liège,Belgium,40,1,
2-s2.0-85141817744,10.1115/1.4054775,A Comparative Energy Analysis of Dynamic External Shadings for Office Buildings,2022,Journal of Engineering for Sustainable Buildings and Cities,26426641,3,2,,Article,Krarti M.,,,University of Colorado Boulder,United States,14,0,
2-s2.0-85130285277,10.3390/en15093447,Multi-Skin Adaptive Ventilated Facade: A Review,2022,Energies,,15,9,,Review,Andreeva D.,,,Peter the Great St. Petersburg Polytechnic University,Russian Federation,24,1,
2-s2.0-85130270363,10.1145/3522625,Training and Predicting Visual Error for Real-Time Applications,2022,Proceedings of the ACM on Computer Graphics and Interactive Techniques,,5,1,,Article,Cardoso J.L.,,,TU Wien,Austria,3,2,
2-s2.0-85123267436,10.1016/j.jobe.2021.103942,Shape-programmable fluid bubbles for responsive building skins,2022,Journal of Building Engineering,,48,,,Article,Kay R.,,,University of Toronto,Canada,8,0,
2-s2.0-85125717330,10.1088/1361-6501/ac3c1c,From coarse to fine: An augmented reality-based dynamic inspection method for visualized railway routing of freight cars,2022,Measurement Science and Technology,09570233,33,5,,Article,Yi B.,,,Central South University,China,8,0,
2-s2.0-85125702463,10.1007/s11071-022-07324-7,Rate-dependent asymmetric hysteresis modeling and robust adaptive trajectory tracking for piezoelectric micropositioning stages,2022,Nonlinear Dynamics,0924090X,108,3,2023-2043,Article,Nie L.,,,Jilin University,China,57,0,
